"CNTSCHID","CNT","PRIVATESCH","STRATIO","SCHSIZE","SCH_TESTED","sum_MATH1below","mean_ESCS","mean_ESCS_std","Y_MATH1","Y_MATH1_rate","Y_BIN_MATH1"
62000031,"Portugal","public",10.646,1203,15,11,-0.641473333333333,-0.313685938347477,11,0.733333333333333,1
62000033,"Portugal","public",12.2587,3506,18,5,-0.315533333333333,0.244568294706366,5,0.277777777777778,0
62000044,"Portugal","public",5.0676,750,16,7,0.12695625,1.0024430047084,7,0.4375,0
62000047,"Portugal","public",7.4464,1735,19,9,-0.563315789473684,-0.179821485672934,9,0.473684210526316,0
62000063,"Portugal","public",11.5072,2802,14,2,0.4492,1.55436647992668,2,0.142857142857143,0
62000064,"Portugal","private",8.6452,134,10,7,-0.27502,0.313957568279584,7,0.7,0
62000074,"Portugal","public",16.7188,1070,11,9,-1.18893636363636,-1.25135408005193,9,0.818181818181818,0
62000079,"Portugal","public",1,100,12,7,-0.833125,-0.64193762328486,7,0.583333333333333,0
62000080,"Portugal","public",7.2,360,12,12,-1.70146666666667,-2.12919113974094,12,1,1
62000089,"Portugal","private",15.1064,710,19,6,0.0625842105263158,0.892189695735915,6,0.31578947368421,0
62000091,"Portugal","public",2.62,562,15,7,-0.3832,0.128672107974728,7,0.466666666666667,0
62000104,"Portugal","public",5.7647,294,18,7,-0.622883333333333,-0.281845887440957,7,0.388888888888889,0
62000109,"Portugal","public",12.3429,1728,16,2,0.729025,2.03363717626432,2,0.125,0
62000114,"Portugal","public",15.8859,2089,17,7,-0.475135294117647,-0.0287902075073436,7,0.411764705882353,0
62000115,"Portugal","private",14.129,219,17,15,-0.817688235294118,-0.615498280946654,15,0.88235294117647,1
62000125,"Portugal","private",13.3939,663,17,0,0.730976470588235,2.03697956049627,0,0,0
62000131,"Portugal","public",8.7,522,15,10,-0.717833333333333,-0.444471645029662,10,0.666666666666667,0
62000141,"Portugal","private",15.65,313,17,14,-0.553217647058823,-0.162525876821377,14,0.823529411764706,1
62000146,"Portugal","public",6.7198,1139,13,12,-0.980984615384615,-0.895184405472301,12,0.923076923076923,1
62000150,"Portugal","public",11.3109,1510,11,4,0.000263636363636415,0.785450037109598,4,0.363636363636364,0
62000177,"Portugal","public",10.8048,2712,16,10,0.068325,0.902022241679203,10,0.625,0
62000187,"Portugal","private",10.2,153,17,16,-1.74380588235294,-2.20170769610421,16,0.941176470588235,1
62000191,"Portugal","public",4.5972,331,12,10,-1.32603333333333,-1.48616712439196,10,0.833333333333333,0
62000198,"Portugal","public",5.2533,197,13,12,-0.207892307692308,0.428930625854307,12,0.923076923076923,1
62000201,"Portugal","private",3.4359,134,16,4,0.21276875,1.14941849520952,4,0.25,0
62000202,"Portugal","public",5.9333,890,18,11,-0.617338888888889,-0.272349631746526,11,0.611111111111111,1
62000214,"Portugal","public",8.1075,2339,15,7,-0.365133333333333,0.1596158189149,7,0.466666666666667,0
62000229,"Portugal","public",9.2614,815,19,12,-0.940815789473684,-0.826385187513229,12,0.631578947368421,1
62000245,"Portugal","public",11.3349,2420,16,14,-1.135925,-1.16055878597954,14,0.875,1
62000249,"Portugal","public",9.623,2348,19,6,0.210068421052632,1.14479350267867,6,0.31578947368421,0
62000254,"Portugal","public",6.5647,279,13,5,-0.722446153846154,-0.452372260411633,5,0.384615384615385,0
62000259,"Portugal","public",10.9606,1392,18,2,-0.0234222222222222,0.744882046623404,2,0.111111111111111,0
62000263,"Portugal","public",1.0256,100,14,13,-1.26862142857143,-1.38783479678253,13,0.928571428571429,1
62000274,"Portugal","public",9.0337,2412,17,9,-0.469594117647059,-0.0192995490401279,9,0.529411764705882,0
63400019,"Qatar","public",3.2031,205,10,10,-0.50658,-1.38506990487817,10,1,0
63400021,"Qatar","public",1,13,12,10,-0.616875,-1.5664319313786,10,0.833333333333333,0
63400025,"Qatar","private",2.1951,90,19,16,1.1879,1.40122436652538,16,0.842105263157895,1
63400033,"Qatar","public",3.3559,198,14,11,-0.00797857142857145,-0.565201683274961,11,0.785714285714286,1
63400036,"Qatar","public",3.617,255,16,8,0.20109375,-0.221416562467711,8,0.5,0
63400037,"Qatar","public",8.0952,170,11,11,-0.819881818181818,-1.90024332753309,11,1,1
63400047,"Qatar","private",14.506,602,17,8,0.815335294117647,0.788602850941165,8,0.470588235294118,0
63400077,"Qatar","public",11.4203,788,13,10,0.243307692307692,-0.15200266225922,10,0.769230769230769,0
63400109,"Qatar","private",5.7576,950,16,10,0.91250625,0.94838454073497,10,0.625,0
63400142,"Qatar","public",6.6129,205,19,19,0.425684210526316,0.147885591335438,19,1,1
63400150,"Qatar","private",9.5385,496,18,8,0.929238888888889,0.97589861932048,8,0.444444444444444,0
63400156,"Qatar","private",6.6552,193,16,6,0.60374375,0.440675281862491,6,0.375,0
63400160,"Qatar","private",4.75,152,17,12,1.05768823529412,1.18711248909435,12,0.705882352941177,1
63400169,"Qatar","private",9.9412,507,12,8,0.667583333333333,0.54564899965819,8,0.666666666666667,0
63400173,"Qatar","private",6.2258,193,14,14,0.242392857142857,-0.153506958550152,14,1,1
63400178,"Qatar","public",4.9495,245,15,12,0.0368066666666667,-0.49155970913056,12,0.8,1
68200012,"Saudi Arabia","public",4.2308,55,11,11,-1.5203,-0.335333093805644,11,1,1
68200038,"Saudi Arabia","public",9.7222,175,10,10,-0.72999,1.02940446130395,10,1,0
68200074,"Saudi Arabia","public",1.3488,58,17,17,-1.27400588235294,0.0899770148296025,17,1,1
68200099,"Saudi Arabia","private",10,200,17,12,-0.1733,1.99071805920093,12,0.705882352941177,1
68200136,"Saudi Arabia","public",12.64,316,14,14,-1.21482857142857,0.192166660195199,14,1,1
68200145,"Saudi Arabia","public",10.7692,560,14,13,-1.5546,-0.394563646551097,13,0.928571428571429,1
68200163,"Saudi Arabia","public",10.2609,236,19,19,-1.67336842105263,-0.599657501584685,19,1,1
68200174,"Saudi Arabia","public",1,18,18,18,-0.98625,0.586884885602789,18,1,1
68200231,"Saudi Arabia","public",8.5385,222,15,15,-1.40821333333333,-0.141777547972932,15,1,1
70300007,"Slovak Republic","public",16.2593,439,19,14,-0.780584210526316,-0.770286042703299,14,0.736842105263158,1
70300011,"Slovak Republic","public",11.4,342,11,7,-0.124309090909091,0.510182129000949,7,0.636363636363636,0
70300012,"Slovak Republic","public",9.9412,169,16,11,0.0145,0.781014616077345,11,0.6875,1
70300014,"Slovak Republic","public",14.8966,432,17,2,0.179447058823529,1.10284528209885,2,0.117647058823529,0
70300019,"Slovak Republic","public",15.5676,288,10,8,-0.78569,-0.780248024678615,8,0.8,0
70300022,"Slovak Republic","public",15.4634,634,10,3,0.12734,1.00117842265191,3,0.3,0
70300033,"Slovak Republic","public",10.8615,353,16,14,-0.9983125,-1.19509895487536,14,0.875,1
70300034,"Slovak Republic","public",10.8261,249,13,8,-0.424707692307692,-0.0759300614775346,8,0.615384615384615,0
70300035,"Slovak Republic","public",14.25,399,13,11,-0.2404,0.283675425224304,11,0.846153846153846,1
70300036,"Slovak Republic","public",18.4255,433,14,10,-0.723328571428571,-0.658573711512064,10,0.714285714285714,0
70300038,"Slovak Republic","public",14.3889,259,11,6,-0.673954545454545,-0.562239313210459,6,0.545454545454545,0
70300044,"Slovak Republic","public",13.4706,458,18,11,-0.408705555555556,-0.0447080538501223,11,0.611111111111111,1
70300063,"Slovak Republic","public",11.0606,365,12,9,-0.452375,-0.129912158067469,9,0.75,0
70300069,"Slovak Republic","public",12.8,128,13,6,-0.857961538461538,-0.92125810102293,6,0.461538461538462,0
70300074,"Slovak Republic","public",12.8,256,19,5,0.397842105263158,1.52895911372929,5,0.263157894736842,0
70300075,"Slovak Republic","public",12.0706,513,18,1,0.242955555555556,1.22675765705766,1,0.0555555555555556,0
70300082,"Slovak Republic","public",9.96,249,15,7,-0.473986666666667,-0.172079003155683,7,0.466666666666667,0
70300105,"Slovak Republic","public",5.1831,184,13,13,-2.01471538461538,-3.17821777878792,13,1,1
70300108,"Slovak Republic","public",13.8621,603,14,9,-0.1866,0.388645407444366,9,0.642857142857143,0
70300112,"Slovak Republic","private",12.9487,505,10,7,0.03306,0.817227308828355,7,0.7,0
70300113,"Slovak Republic","public",23.8667,716,15,6,0.1491,1.04363468311861,6,0.4,0
70300119,"Slovak Republic","public",13.5882,231,11,10,-0.362636363636364,0.0451782334482077,10,0.909090909090909,0
70300129,"Slovak Republic","public",24,1032,11,7,-0.295709090909091,0.17576103322923,7,0.636363636363636,0
70300130,"Slovak Republic","public",16.4651,354,12,7,-0.370691666666667,0.0294614115919231,7,0.583333333333333,0
70300140,"Slovak Republic","public",9.3617,220,12,12,-1.31026666666667,-1.80375738105517,12,1,1
70300142,"Slovak Republic","public",12.2326,263,16,5,0.06186875,0.873436490525049,5,0.3125,0
70300144,"Slovak Republic","public",15.2692,397,11,4,-0.413045454545455,-0.0531756954822145,4,0.363636363636364,0
70300147,"Slovak Republic","public",11.4516,355,17,5,0.166723529411765,1.07802021414106,5,0.294117647058824,0
70300153,"Slovak Republic","public",16.3883,844,18,11,-0.244222222222222,0.276217830452784,11,0.611111111111111,1
70300165,"Slovak Republic","public",15.8689,484,13,9,-0.568484615384615,-0.356455359972696,9,0.692307692307692,0
70300170,"Slovak Republic","public",11.8082,431,10,3,-0.28082,0.204811360515478,3,0.3,0
70300172,"Slovak Republic","public",12.1026,236,14,10,0.104307142857143,0.956238671634013,10,0.714285714285714,0
70300174,"Slovak Republic","public",15.3818,423,12,5,-0.220375,0.322746501320154,5,0.416666666666667,0
70300177,"Slovak Republic","public",8.8308,287,15,10,-0.31278,0.14245372795501,10,0.666666666666667,0
70300178,"Slovak Republic","private",100,172,18,4,-0.0515666666666666,0.6521109576138,4,0.222222222222222,0
70300181,"Slovak Republic","public",13.8,483,14,7,-0.377664285714286,0.0158570305983204,7,0.5,0
70300183,"Slovak Republic","public",13.7308,357,15,13,-1.31215333333333,-1.80743848452088,13,0.866666666666667,1
70300188,"Slovak Republic","public",14.7391,339,15,9,-0.4209,-0.0685008162389115,9,0.6,0
70300190,"Slovak Republic","public",13.2836,445,17,3,-0.353705882352941,0.062602628644071,3,0.176470588235294,0
70300192,"Slovak Republic","public",13.8788,229,10,1,0.36101,1.45709544394116,1,0.1,0
70300204,"Slovak Republic","public",11.9444,430,12,4,-0.00908333333333328,0.735000822755974,4,0.333333333333333,0
70300206,"Slovak Republic","public",11.6667,595,14,13,-1.13833571428571,-1.46830033617587,13,0.928571428571429,1
70300208,"Slovak Republic","public",15.5,372,17,12,-0.656611764705882,-0.528401555090876,12,0.705882352941177,1
70300213,"Slovak Republic","public",11.24,281,13,12,-1.16708461538462,-1.52439274578921,12,0.923076923076923,1
70300226,"Slovak Republic","public",15.2527,694,14,10,-0.0232071428571429,0.707443647391776,10,0.714285714285714,0
70300230,"Slovak Republic","public",14.3556,323,19,15,-0.495184210526316,-0.213437847060076,15,0.789473684210526,1
70300234,"Slovak Republic","public",12.439,255,11,7,-0.560454545454545,-0.340787770794531,7,0.636363636363636,0
70300236,"Slovak Republic","public",6.6765,227,12,12,-2.31748333333333,-3.76895283815088,12,1,1
70300237,"Slovak Republic","public",7.7222,139,10,9,-0.95237,-1.10545985806969,9,0.9,0
70300243,"Slovak Republic","public",13.6867,568,12,3,-0.254075,0.25699392881428,3,0.25,0
70300244,"Slovak Republic","public",14.6341,300,11,8,-0.905927272727273,-1.01484476037323,8,0.727272727272727,0
70300245,"Slovak Republic","private",15.6552,227,16,9,-0.54745625,-0.315426602713588,9,0.5625,0
70300246,"Slovak Republic","public",16.3846,639,10,10,-0.95252,-1.10575252530636,10,1,0
70300250,"Slovak Republic","public",12,144,11,8,-0.244627272727273,0.27542753037261,8,0.727272727272727,0
70300254,"Slovak Republic","private",5.7831,240,17,7,0.552452941176471,1.83062262110567,7,0.411764705882353,0
70300258,"Slovak Republic","public",12.2264,648,16,6,0.1050875,0.957761238091467,6,0.375,0
70300259,"Slovak Republic","public",13.7632,523,16,5,-0.1159625,0.526467286980974,5,0.3125,0
70300262,"Slovak Republic","public",13.4444,242,11,5,-0.0120636363636363,0.729185909073793,5,0.454545454545455,0
70300265,"Slovak Republic","public",8.5714,150,17,9,-0.277629411764706,0.211036564796711,9,0.529411764705882,0
70300279,"Slovak Republic","public",14.7442,317,12,9,-0.655791666666667,-0.526801449577954,9,0.75,0
70300282,"Slovak Republic","public",14.3333,473,15,13,-1.40911333333333,-1.99661858630633,13,0.866666666666667,1
70300285,"Slovak Republic","public",17.6818,389,15,12,-0.487,-0.197469511866161,12,0.8,1
70300303,"Slovak Republic","public",15.8605,682,18,7,0.707233333333333,2.13261695219711,7,0.388888888888889,0
70300304,"Slovak Republic","public",83.9747,3317,10,6,0.19934,1.14165869625497,6,0.6,0
70300306,"Slovak Republic","public",14.9167,358,13,9,-0.404346153846154,-0.0362023601712004,9,0.692307692307692,0
